title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url,date,year,eprints_repo
"Imputed genomes and haplotype-based analyses of the Picts of early medieval Scotland reveal fine-scale relatedness between Iron Age, early medieval and the modern people of the UK.",A Morez,https://researchonline.ljmu.ac.uk/id/eprint/19441/1/PLOSgen_Picts%202023.pdf,17,https://github.com/uqrmaie1/admixtools).,github.com/uqrmaie1/admixtools,uqrmaie1/admixtools,2023-04-27,2023.0,researchonline.ljmu.ac.uk
Genomic analysis of two phlebotomine sand fly vectors of leishmania from the new and old World.,F Labbé,https://researchonline.ljmu.ac.uk/id/eprint/19264/1/journal.pntd.0010862%20%281%29.pdf,13,https://github.com/simonhmartin/genomics_general).,github.com/simonhmartin/genomics_general,simonhmartin/genomics_general,2023-04-12,2023.0,researchonline.ljmu.ac.uk
Carbohydrate periodisation via a “sleep low – train low” model and the impact of environmental heat stress: a practical and metabolomic exploration,S Bennett,https://researchonline.ljmu.ac.uk/id/eprint/19162/1/2022bennettphd.pdf,242,https://github.com/PGB-LIV/tameNMR),github.com/PGB-LIV/tameNMR,PGB-LIV/tameNMR,2023-04-01,2023.0,researchonline.ljmu.ac.uk
Constraining the shape of dark matter haloes with globular clusters and diffuse stellar light in the E-MOSAICS simulations,M Reina-Campos,https://researchonline.ljmu.ac.uk/id/eprint/19482/1/stad920.pdf,11,https://github.com/Alex-Hill94/MassTensor,github.com/Alex-Hill94/MassTensor,Alex-Hill94/MassTensor,2023-03-28,2023.0,researchonline.ljmu.ac.uk
A Stochastic Model of Personality Differences Based on PSI Theory,M Hoy,https://researchonline.ljmu.ac.uk/id/eprint/19159/1/HoyEtAl_Mathematics2023.pdf,8,"https://github.com/merlinthemagician/PSImodel,",github.com/merlinthemagician/PSImodel,merlinthemagician/PSImodel,2023-02-28,2023.0,researchonline.ljmu.ac.uk
The halo bispectrum as a sensitive probe of massive neutrinos an baryon physics,V Yankelevich,https://researchonline.ljmu.ac.uk/id/eprint/19157/1/The%20halo%20bispectrum%20as%20a%20sensitive%20probe%20of%20massive%20neutrinos%20and%20baryon%20physics.pdf,3,https://github.com/sbird/S-GenIC,github.com/sbird/S-GenIC,sbird/S-GenIC,2023-02-22,2023.0,researchonline.ljmu.ac.uk
A JWST Near- and Mid-infrared Nebular Spectrum of the Type Ia Supernova 2021aefx,LA Kwok,https://researchonline.ljmu.ac.uk/id/eprint/19119/1/A%20JWST%20Near-%20and%20Mid-infrared%20Nebular%20Spectrum%20of%20the%20Type%20Ia%20Supernova%202021aefx.pdf,4,https://github.com/spacetelescope/jwst,github.com/spacetelescope/jwst,spacetelescope/jwst,2023-02-08,2023.0,researchonline.ljmu.ac.uk
CMZoom III: Spectral Line Data Release,D Callanan,https://researchonline.ljmu.ac.uk/id/eprint/18644/8/CMZoom%20III%20Spectral%20line%20data%20release.pdf,4,https://github.com/jdhenshaw/scousepy,github.com/jdhenshaw/scousepy,jdhenshaw/scousepy,2023-02-06,2023.0,researchonline.ljmu.ac.uk
Using the environments of type IIn supernovae and classical novae to constrain progenitor properties,C Ransome,https://researchonline.ljmu.ac.uk/id/eprint/18770/1/2022ransomephd.pdf,164,https://github.com/phn/lineid_plot,github.com/phn/lineid_plot,phn/lineid_plot,2023-02-01,2023.0,researchonline.ljmu.ac.uk
SN 2020qlb: A hydrogen-poor superluminous supernova with well-characterized light curve undulations,SL West,https://researchonline.ljmu.ac.uk/id/eprint/19100/1/aa44086-22.pdf,4,https://github.com/jkrogager/PyNOT,github.com/jkrogager/PyNOT,jkrogager/PyNOT,2023-01-27,2023.0,researchonline.ljmu.ac.uk
SN 2020qlb: A hydrogen-poor superluminous supernova with well-characterized light curve undulations,SL West,https://researchonline.ljmu.ac.uk/id/eprint/19100/1/aa44086-22.pdf,5,https://github.com/AngusWright/LAMBDAR,github.com/AngusWright/LAMBDAR,AngusWright/LAMBDAR,2023-01-27,2023.0,researchonline.ljmu.ac.uk
"The Hydrogen-Poor Superluminous Supernovae from the Zwicky Transient
  Facility Phase-I Survey: II. Light Curve Modeling and Characterization of
  Undulations",ZH Chen,https://researchonline.ljmu.ac.uk/id/eprint/19097/1/The%20Hydrogen-Poor%20Superluminous%20Supernovae%20from%20the%20Zwicky%20Transient%20Facility%20Phase-I%20Survey.pdf,3,https://github.com/nyusngroup/SESNspectraLib,github.com/nyusngroup/SESNspectraLib,nyusngroup/SESNspectraLib,2023-01-24,2023.0,researchonline.ljmu.ac.uk
12CO (3–2) High-Resolution Survey (COHRS) of the Galactic Plane: Complete Data Release,G Park,https://researchonline.ljmu.ac.uk/id/eprint/19118/1/12CO%20%283%E2%80%932%29%20High-Resolution%20Survey%20%28COHRS%29%20of%20the%20Galactic%20Plane%20Complete%20Data%20Release.pdf,4,https://github.com/HollyThomas/COHRS/tree/master/recpars,github.com/HollyThomas/COHRS,HollyThomas/COHRS,2022-12-29,2022.0,researchonline.ljmu.ac.uk
12CO (3–2) High-Resolution Survey (COHRS) of the Galactic Plane: Complete Data Release,G Park,https://researchonline.ljmu.ac.uk/id/eprint/19118/1/12CO%20%283%E2%80%932%29%20High-Resolution%20Survey%20%28COHRS%29%20of%20the%20Galactic%20Plane%20Complete%20Data%20Release.pdf,17,https://github.com/privong/pymccorrelation,github.com/privong/pymccorrelation,privong/pymccorrelation,2022-12-29,2022.0,researchonline.ljmu.ac.uk
Are we measuring loneliness in the same way in men and women in the general population and in the older population? Two studies of measurement equivalence,TV Pollet,https://researchonline.ljmu.ac.uk/id/eprint/18531/1/pollet_2022_loneliness%20measurement%20equivalence.pdf,16,https://github.com/crsh/papaja;,github.com/crsh/papaja,crsh/papaja,2022-12-29,2022.0,researchonline.ljmu.ac.uk
Heterogeneous Genomic Divergence Landscape in Two Commercially Important European Scallop Species,DLJ Vendrami,https://researchonline.ljmu.ac.uk/id/eprint/18551/1/genes-14-00014.pdf,3,"https://github.com/isaacovercast/easySFS,",github.com/isaacovercast/easySFS,isaacovercast/easySFS,2022-12-21,2022.0,researchonline.ljmu.ac.uk
Heterogeneous Genomic Divergence Landscape in Two Commercially Important European Scallop Species,DLJ Vendrami,https://researchonline.ljmu.ac.uk/id/eprint/18551/1/genes-14-00014.pdf,15,https://github.com/DavidVendrami/Pmaxiums_jacobeus_genomic_divergence,github.com/DavidVendrami/Pmaxiums_jacobeus_genomic_divergence,DavidVendrami/Pmaxiums_jacobeus_genomic_divergence,2022-12-21,2022.0,researchonline.ljmu.ac.uk
Colour and infall time distributions of satellite galaxies in simulated Milky-Way analogues,Y Pan,https://researchonline.ljmu.ac.uk/id/eprint/19369/1/Colour%20and%20infall%20time%20distributions%20of%20satellite%20galaxies%20in%20simulated%20Milky-Way%20analogues.pdf,3,https://github.com/cconroy20/fsps,github.com/cconroy20/fsps,cconroy20/fsps,2022-12-15,2022.0,researchonline.ljmu.ac.uk
Sex differences in allometry for phenotypic traits in mice indicate that females are not scaled males,LAB Wilson,https://researchonline.ljmu.ac.uk/id/eprint/18666/8/s41467-022-35266-6.pdf,10,https://github.com/itchyshin/mice_allometry).,github.com/itchyshin/mice_allometry,itchyshin/mice_allometry,2022-12-12,2022.0,researchonline.ljmu.ac.uk
A very luminous jet from the disruption of a star by a massive black hole,I Andreoni,https://researchonline.ljmu.ac.uk/id/eprint/18537/1/A%20very%20luminous%20jet%20from%20the%20disruption%20of%20a%20star%20by%20a%20massive%20black%20hole.pdf,46,https://github.com/bd-j/prospector.,github.com/bd-j/prospector,bd-j/prospector,2022-11-30,2022.0,researchonline.ljmu.ac.uk
A very luminous jet from the disruption of a star by a massive black hole,I Andreoni,https://researchonline.ljmu.ac.uk/id/eprint/18537/1/A%20very%20luminous%20jet%20from%20the%20disruption%20of%20a%20star%20by%20a%20massive%20black%20hole.pdf,50,https://github.com/jkrogager/PyNOT.,github.com/jkrogager/PyNOT,jkrogager/PyNOT,2022-11-30,2022.0,researchonline.ljmu.ac.uk
"Short GRB Host Galaxies. I. Photometric and Spectroscopic Catalogs, Host Associations, and Galactocentric Offsets",WF Fong,https://researchonline.ljmu.ac.uk/id/eprint/18491/1/Short%20GRB%20host%20galaxies.%20I%20Photometric%20and%20spectroscopic%20catalogs%20host%20associations%20and%20galactocentric%20offsets.pdf,4,https://github.com/CIERA-Transients/POTPyRI,github.com/CIERA-Transients/POTPyRI,CIERA-Transients/POTPyRI,2022-11-21,2022.0,researchonline.ljmu.ac.uk
A Deep View into the Nucleus of the Sagittarius Dwarf Spheroidal Galaxy with MUSE. III. Discrete multi-component population-dynamical models based on the Jeans equations,N Kacharov,https://researchonline.ljmu.ac.uk/id/eprint/17659/8/Kacharov_2022_ApJ_939_118.pdf,5,https://github.com/thusser/spexxy,github.com/thusser/spexxy,thusser/spexxy,2022-11-14,2022.0,researchonline.ljmu.ac.uk
Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice,G Vitry,https://researchonline.ljmu.ac.uk/id/eprint/18458/1/Muscle%20atrophy%20phenotype%20gene%20expression%20during%20spaceflight%20is%20linked%20to%20a%20metabolic%20crosstalk%20in%20both%20the%20liver%20and%20the%20muscle%20in%20mice.pdf,16,"https://github.com/mikelove/DESeq2,",github.com/mikelove/DESeq,mikelove/DESeq2,2022-10-21,2022.0,researchonline.ljmu.ac.uk
Biallelic variants in coenzyme Q10 biosynthesis pathway genes cause a retinitis pigmentosa phenotype,N Jurkute,https://researchonline.ljmu.ac.uk/id/eprint/17919/1/New%20paper%2021.10.22.pdf,11,https://github.com/imgag/megSAP).,github.com/imgag/megSAP,imgag/megSAP,2022-10-20,2022.0,researchonline.ljmu.ac.uk
Cosmological Fast Optical Transients with the Zwicky Transient Facility: A Search for Dirty Fireballs,AYQ Ho,https://researchonline.ljmu.ac.uk/id/eprint/18057/1/Cosmological%20fast%20optical%20transients%20with%20the%20Zwicky%20transient%20facility%20a%20search%20for%20dirty%20fireballs.pdf,4,https://github.com/zuds-survey/zuds-pipeline,github.com/zuds-survey/zuds-pipeline,zuds-survey/zuds-pipeline,2022-10-14,2022.0,researchonline.ljmu.ac.uk
Constraints on dark matter self-interaction from the internal density profiles of X-COP galaxy clusters,D Eckert,https://researchonline.ljmu.ac.uk/id/eprint/18217/1/Constraints%20on%20dark%20matter%20self%20interaction%20from%20the%20internal%20density%20profiles%20of%20X-COP%20galaxy%20clusters.pdf,2,https://github.com/domeckert/hydromass,github.com/domeckert/hydromass,domeckert/hydromass,2022-10-03,2022.0,researchonline.ljmu.ac.uk
Unveiling the mass assembly history of the Milky Way from its stellar halo,D Horta Darrington,https://researchonline.ljmu.ac.uk/id/eprint/17508/1/2022HortaPhD.pdf,51,https://github.com/jobovy/galpy,github.com/jobovy/galpy,jobovy/galpy,2022-10-01,2022.0,researchonline.ljmu.ac.uk
Unveiling the mass assembly history of the Milky Way from its stellar halo,D Horta Darrington,https://researchonline.ljmu.ac.uk/id/eprint/17508/1/2022HortaPhD.pdf,151,https://github.com/tholoien/XDGMM,github.com/tholoien/XDGMM,tholoien/XDGMM,2022-10-01,2022.0,researchonline.ljmu.ac.uk
Unveiling the mass assembly history of the Milky Way from its stellar halo,D Horta Darrington,https://researchonline.ljmu.ac.uk/id/eprint/17508/1/2022HortaPhD.pdf,156,https://github.com/jmackereth/halo-mass,github.com/jmackereth/halo-mass,jmackereth/halo-mass,2022-10-01,2022.0,researchonline.ljmu.ac.uk
Unveiling the mass assembly history of the Milky Way from its stellar halo,D Horta Darrington,https://researchonline.ljmu.ac.uk/id/eprint/17508/1/2022HortaPhD.pdf,156,https://github.com/jobovy/apogee-,github.com/jobovy/apogee-,jobovy/apogee,2022-10-01,2022.0,researchonline.ljmu.ac.uk
Unveiling the mass assembly history of the Milky Way from its stellar halo,D Horta Darrington,https://researchonline.ljmu.ac.uk/id/eprint/17508/1/2022HortaPhD.pdf,238,https://github.com/cjekel/piecewise_linear_fit_py,github.com/cjekel/piecewise_linear_fit_py,cjekel/piecewise_linear_fit_py,2022-10-01,2022.0,researchonline.ljmu.ac.uk
Better sturdy or slender? Eurasian otter skull plasticity in response to feeding ecology,LF Russo,https://researchonline.ljmu.ac.uk/id/eprint/18980/1/Better%20sturdy%20or%20slender%20Eurasian%20otter%20skull%20plasticity%20in%20response%20to%20feeding%20ecology.pdf,17,https://github.com/geomorphR/geomorph,github.com/geomorphR/geomorph,geomorphR/geomorph,2022-09-29,2022.0,researchonline.ljmu.ac.uk
SN 2020wnt: a slow-evolving carbon-rich superluminous supernova with no O II lines and a bumpy light curve,CP Gutiérrez,https://researchonline.ljmu.ac.uk/id/eprint/19132/1/2206.01662.pdf,7,https://github.com/mnicholl/superbol/,github.com/mnicholl/superbol,mnicholl/superbol,2022-09-26,2022.0,researchonline.ljmu.ac.uk
SN 2020wnt: a slow-evolving carbon-rich superluminous supernova with no O II lines and a bumpy light curve,CP Gutiérrez,https://researchonline.ljmu.ac.uk/id/eprint/19132/1/2206.01662.pdf,17,https://github.com/manolis07gr/TigerFit,github.com/manolis07gr/TigerFit,manolis07gr/TigerFit,2022-09-26,2022.0,researchonline.ljmu.ac.uk
"The Cosmological Dependence of the Formation and Evolution of Dark
Matter Haloes",S Brown,https://researchonline.ljmu.ac.uk/id/eprint/17445/1/2022-Brown-PhD.pdf,152,https://github.com/Shaun-T-Brown/CASPER.,github.com/Shaun-T-Brown/CASPER,Shaun-T-Brown/CASPER,2022-09-01,2022.0,researchonline.ljmu.ac.uk
Blockchain-enabled Intrusion Detection and Prevention System of APTs within Zero Trust Architecture,L Alevizos,https://researchonline.ljmu.ac.uk/id/eprint/17431/1/Blockchain-Enabled_Intrusion_Detection_and_Prevention_System_of_APTs_Within_Zero_Trust_Architecture.pdf,18,https://github.com/hﬁref0x/UACME,github.com/hfiref0x/UACME,hfiref0x/UACME,2022-08-18,2022.0,researchonline.ljmu.ac.uk
Blockchain-enabled Intrusion Detection and Prevention System of APTs within Zero Trust Architecture,L Alevizos,https://researchonline.ljmu.ac.uk/id/eprint/17431/1/Blockchain-Enabled_Intrusion_Detection_and_Prevention_System_of_APTs_Within_Zero_Trust_Architecture.pdf,18,https://github.com/stephenfewer/ReﬂectiveDLLInjection,github.com/stephenfewer/ReflectiveDLLInjection,stephenfewer/ReflectiveDLLInjection,2022-08-18,2022.0,researchonline.ljmu.ac.uk
The developmental impacts of natural selection on human pelvic morphology,M Young,https://researchonline.ljmu.ac.uk/id/eprint/18826/1/The%20developmental%20impacts%20of%20natural%20selection%20on%20human%20pelvic%20morphology.pdf,16,https://github.com/bulik/ldsc),github.com/bulik/ldsc,bulik/ldsc,2022-08-17,2022.0,researchonline.ljmu.ac.uk
The developmental impacts of natural selection on human pelvic morphology,M Young,https://researchonline.ljmu.ac.uk/id/eprint/18826/1/The%20developmental%20impacts%20of%20natural%20selection%20on%20human%20pelvic%20morphology.pdf,19,https://github.com/CshlSiepelLab/LINSIGHT.,github.com/CshlSiepelLab/LINSIGHT,CshlSiepelLab/LINSIGHT,2022-08-17,2022.0,researchonline.ljmu.ac.uk
The Zwicky Transient Facility phase I sample of hydrogen-rich superluminous supernovae without strong narrow emission lines,T Kangas,https://researchonline.ljmu.ac.uk/id/eprint/19099/1/stac2218.pdf,17,https://github.com/cconroy20/fsps,github.com/cconroy20/fsps,cconroy20/fsps,2022-08-06,2022.0,researchonline.ljmu.ac.uk
Early-time Ultraviolet Spectroscopy and Optical Follow-up Observations of the Type IIP Supernova 2021yja,SS Vasylyev,https://researchonline.ljmu.ac.uk/id/eprint/17816/1/Vasylyev_2022_ApJ_934_134.pdf,6,https://github.com/benstahl92/LOSSPhotPypeline,github.com/benstahl92/LOSSPhotPypeline,benstahl92/LOSSPhotPypeline,2022-08-01,2022.0,researchonline.ljmu.ac.uk
Externally validated models for first diagnosis and risk of progression of knee osteoarthritis.,PG McCabe,https://researchonline.ljmu.ac.uk/id/eprint/17197/1/Externally%20validated%20models%20for%20frist%20diagnosis%20and%20risk%20progression%20of%20knee%20osteoarthritis.pdf,22,https://github.com/rstudio/shiny/issues,github.com/rstudio/shiny,rstudio/shiny,2022-07-01,2022.0,researchonline.ljmu.ac.uk
Grey wolf genomic history reveals a dual ancestry of dogs,A Bergström,https://researchonline.ljmu.ac.uk/id/eprint/17192/1/Grey%20wolf%20genomic%20history%20reveals%20a%20dual%20ancestry%20of%20dogs.pdf,11,"https://github.com/jstjohn/SeqPrep),",github.com/jstjohn/SeqPrep,jstjohn/SeqPrep,2022-06-29,2022.0,researchonline.ljmu.ac.uk
Gene Conversion Explains Elevated Diversity in the Immunity Modulating APL1 Gene of the Malaria Vector Anopheles funestus,J Hearn,https://researchonline.ljmu.ac.uk/id/eprint/17226/1/Gene%20Conversion%20Explains%20Elevated%20Diversity%20in%20the%20Immunity%20Modulating%20iAPL1i%20Gene%20of%20the%20Malaria%20Vector%20iAnopheles%20funestus.pdf,4,"https://github.com/lindenb/jvarkit,",github.com/lindenb/jvarkit,lindenb/jvarkit,2022-06-20,2022.0,researchonline.ljmu.ac.uk
Gene Conversion Explains Elevated Diversity in the Immunity Modulating APL1 Gene of the Malaria Vector Anopheles funestus,J Hearn,https://researchonline.ljmu.ac.uk/id/eprint/17226/1/Gene%20Conversion%20Explains%20Elevated%20Diversity%20in%20the%20Immunity%20Modulating%20iAPL1i%20Gene%20of%20the%20Malaria%20Vector%20iAnopheles%20funestus.pdf,4,"https://github.com/vcﬂib/vcﬂib,",github.com/vcflib/vcflib,vcflib/vcflib,2022-06-20,2022.0,researchonline.ljmu.ac.uk
In Search of Short Gamma-Ray Burst Optical Counterparts with the Zwicky Transient Facility,T Ahumada,https://researchonline.ljmu.ac.uk/id/eprint/17977/1/In%20search%20of%20short%20gamma-ray%20burst%20optical%20counterparts%20with%20the%20zwicky%20transient%20facility.pdf,6,https://github.com/ebellm/pyraf-dbsp,github.com/ebellm/pyraf-dbsp,ebellm/pyraf-dbsp,2022-06-14,2022.0,researchonline.ljmu.ac.uk
In Search of Short Gamma-Ray Burst Optical Counterparts with the Zwicky Transient Facility,T Ahumada,https://researchonline.ljmu.ac.uk/id/eprint/17977/1/In%20search%20of%20short%20gamma-ray%20burst%20optical%20counterparts%20with%20the%20zwicky%20transient%20facility.pdf,7,https://github.com/fritz-marshal/fritz,github.com/fritz-marshal/fritz,fritz-marshal/fritz,2022-06-14,2022.0,researchonline.ljmu.ac.uk
In Search of Short Gamma-Ray Burst Optical Counterparts with the Zwicky Transient Facility,T Ahumada,https://researchonline.ljmu.ac.uk/id/eprint/17977/1/In%20search%20of%20short%20gamma-ray%20burst%20optical%20counterparts%20with%20the%20zwicky%20transient%20facility.pdf,7,https://github.com/dmitryduev/kowalski,github.com/dmitryduev/kowalski,dmitryduev/kowalski,2022-06-14,2022.0,researchonline.ljmu.ac.uk
In Search of Short Gamma-Ray Burst Optical Counterparts with the Zwicky Transient Facility,T Ahumada,https://researchonline.ljmu.ac.uk/id/eprint/17977/1/In%20search%20of%20short%20gamma-ray%20burst%20optical%20counterparts%20with%20the%20zwicky%20transient%20facility.pdf,9,https://github.com/yaoyuhan/ForcePhotZTF,github.com/yaoyuhan/ForcePhotZTF,yaoyuhan/ForcePhotZTF,2022-06-14,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,36,https://github.com/BenjaminPeter/admixfrog,github.com/BenjaminPeter/admixfrog,BenjaminPeter/admixfrog,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,36,https://github.com/DReichLab/AdmixTools,github.com/DReichLab/AdmixTools,DReichLab/AdmixTools,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/dipetkov/eems,github.com/dipetkov/eems,dipetkov/eems,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/kuhlwilm/HuConTest,github.com/kuhlwilm/HuConTest,kuhlwilm/HuConTest,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/fgvieira/ngsDist,github.com/fgvieira/ngsDist,fgvieira/ngsDist,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/ANGSD/NgsRelate,github.com/ANGSD/NgsRelate,ANGSD/NgsRelate,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/kuhlwilm/rareCAGA,github.com/kuhlwilm/rareCAGA,kuhlwilm/rareCAGA,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/amkozlov/raxml-ng,github.com/amkozlov/raxml-ng,amkozlov/raxml-ng,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Population dynamics and genetic connectivity in recent chimpanzee history,C Fontsere,https://researchonline.ljmu.ac.uk/id/eprint/17602/1/1-s2.0-S2666979X22000623-main.pdf,37,https://github.com/najoshi/sabre,github.com/najoshi/sabre,najoshi/sabre,2022-06-08,2022.0,researchonline.ljmu.ac.uk
Candidate Tidal Disruption Event AT2019fdr Coincident with a High-Energy Neutrino,S Reusch,https://researchonline.ljmu.ac.uk/id/eprint/17316/1/Candidate%20Tidal%20Disruption%20Event%20AT2019fdr%20Coincident%20with%20a%20High%20Energy%20Neutrino.pdf,8,https://github.com/mickaelrigault/ztfquery,github.com/mickaelrigault/ztfquery,mickaelrigault/ztfquery,2022-06-03,2022.0,researchonline.ljmu.ac.uk
Galactic Archaeology using the stellar vertical structure of galactic discs,J Garcia De La Cruz,https://researchonline.ljmu.ac.uk/id/eprint/16687/1/2022garciadelacruzphd.pdf,148,https://github.com/jobovy/galpy,github.com/jobovy/galpy,jobovy/galpy,2022-05-01,2022.0,researchonline.ljmu.ac.uk
Assessing the systematic uncertainties influencing radio continuum weak gravitational lensing surveys,A Hill,https://researchonline.ljmu.ac.uk/id/eprint/16682/1/2022hillphd.pdf,91,https://github.com/athob/morphokinematics.,github.com/athob/morphokinematics,athob/morphokinematics,2022-05-01,2022.0,researchonline.ljmu.ac.uk
Simultaneously assessing amplitude and temporal effects in biomechanical trajectories using nonlinear registration and statistical nonparametric mapping,T Pataky,https://researchonline.ljmu.ac.uk/id/eprint/17045/15/Simultaneously%20assessing%20amplitude%20and%20temporal%20effects%20in%20biomechanical.pdf,5,https://github.com/0todd0000/nlreg1d/tree/main/Notebooks.,github.com/0todd0000/nlreg,0todd0000/nlreg1d,2022-04-14,2022.0,researchonline.ljmu.ac.uk
Simultaneously assessing amplitude and temporal effects in biomechanical trajectories using nonlinear registration and statistical nonparametric mapping,T Pataky,https://researchonline.ljmu.ac.uk/id/eprint/17045/15/Simultaneously%20assessing%20amplitude%20and%20temporal%20effects%20in%20biomechanical.pdf,11,https://github.com/jdtuck/fdasrsf_python.,github.com/jdtuck/fdasrsf_python,jdtuck/fdasrsf_python,2022-04-14,2022.0,researchonline.ljmu.ac.uk
Advancing Data Justice Research and Practice: An Integrated Literature Review,D Leslie,https://researchonline.ljmu.ac.uk/id/eprint/19206/1/Advancing%20Data%20Justice%20Report.pdf,118,https://github.com/MimiOnuoha/missing-datasets,github.com/MimiOnuoha/missing-datasets,MimiOnuoha/missing-datasets,2022-04-01,2022.0,researchonline.ljmu.ac.uk
A Tale of Two Type Ia Supernovae: The Fast-declining Siblings SNe 2015bo and 1997cn,WB Hoogendam,https://researchonline.ljmu.ac.uk/id/eprint/17781/1/A%20tale%20of%20two%20type%20Ia%20supernova.pdf,10,https://github.com/sholmbo/misﬁts,github.com/sholmbo/misfits,sholmbo/misfits,2022-03-30,2022.0,researchonline.ljmu.ac.uk
The Type Icn SN 2021csp: Implications for the Origins of the Fastest Supernovae and the Fates of Wolf-Rayet Stars,DA Perley,https://researchonline.ljmu.ac.uk/id/eprint/17180/1/The%20Type%20Icn%20SN%202021csp%20Implications%20for%20the%20Origins%20of%20the%20Fastest%20Supernovae%20and%20the%20Fates%20of%20Wolf%E2%80%93Rayet%20Stars.pdf,5,https://github.com/jkrogager/PyNOT,github.com/jkrogager/PyNOT,jkrogager/PyNOT,2022-03-15,2022.0,researchonline.ljmu.ac.uk
The Type Icn SN 2021csp: Implications for the Origins of the Fastest Supernovae and the Fates of Wolf-Rayet Stars,DA Perley,https://researchonline.ljmu.ac.uk/id/eprint/17180/1/The%20Type%20Icn%20SN%202021csp%20Implications%20for%20the%20Origins%20of%20the%20Fastest%20Supernovae%20and%20the%20Fates%20of%20Wolf%E2%80%93Rayet%20Stars.pdf,7,https://github.com/ishivvers/TheKastShiv,github.com/ishivvers/TheKastShiv,ishivvers/TheKastShiv,2022-03-15,2022.0,researchonline.ljmu.ac.uk
The Type Icn SN 2021csp: Implications for the Origins of the Fastest Supernovae and the Fates of Wolf-Rayet Stars,DA Perley,https://researchonline.ljmu.ac.uk/id/eprint/17180/1/The%20Type%20Icn%20SN%202021csp%20Implications%20for%20the%20Origins%20of%20the%20Fastest%20Supernovae%20and%20the%20Fates%20of%20Wolf%E2%80%93Rayet%20Stars.pdf,7,https://github.com/ﬁnagle29/dbsp_drp,github.com/finagle29/dbsp_drp,finagle29/dbsp_drp,2022-03-15,2022.0,researchonline.ljmu.ac.uk
A new method to calculate limb phase from trackways reveals gaits of sauropod dinosaurs,JN Lallensack,https://researchonline.ljmu.ac.uk/id/eprint/16310/1/Lallensack%20Falkingham%20Current%20Biology%20accepted.pdf,18,https://github.com/JensLallensack/trackway-tools).,github.com/JensLallensack/trackway-tools,JensLallensack/trackway-tools,2022-03-02,2022.0,researchonline.ljmu.ac.uk
Exploring the accuracy of analytic methods in predicting the evolution of large-scale structure,A Acuto,https://researchonline.ljmu.ac.uk/id/eprint/16339/1/2022acutophd.pdf,39,"https://github.com/alexander-mead/hmcode,",github.com/alexander-mead/hmcode,alexander-mead/hmcode,2022-03-01,2022.0,researchonline.ljmu.ac.uk
Exploring the accuracy of analytic methods in predicting the evolution of large-scale structure,A Acuto,https://researchonline.ljmu.ac.uk/id/eprint/16339/1/2022acutophd.pdf,39,https://github.com/lanl/CosmicEmu.,github.com/lanl/CosmicEmu,lanl/CosmicEmu,2022-03-01,2022.0,researchonline.ljmu.ac.uk
Exploring the accuracy of analytic methods in predicting the evolution of large-scale structure,A Acuto,https://researchonline.ljmu.ac.uk/id/eprint/16339/1/2022acutophd.pdf,52,https://github.com/steven-murray/hankel,github.com/steven-murray/hankel,steven-murray/hankel,2022-03-01,2022.0,researchonline.ljmu.ac.uk
